Site,Date,Month,Year,Level (m ngvd29),SRP(mg/L),NH4,NO3,TDN,DOC(mg/L),Cl,SO4(mg/L),DON,Temp,Conductivity(mS/cm),DO (%),DO (mg/L),pH,Restoration day,prec
Outflow,11/23/13,11,2013,,0.005,0.158,0.023,1.63,48.967,24.037,1.385,1.449,13.7,0.12,46.2,4.83,3.18,2461,1.016
Outflow,11/29/13,11,2013,,0.005,0.084,0.022,1.342,42.932,25.897,1.779,1.236,6.76,0.103,85.1,10.43,3.23,2467,0
Outflow,12/4/13,12,2013,,0.005,0.0256,0.027,1.158,39.136,19.181,4.787,1.106,9.03,0.101,60.1,7,3.66,2472,1.27
Outflow,12/14/13,12,2013,0.5456,0.005,0.0585,0.077,0.974,28.58,15.877,4.422,0.839,5.66,0.092,63.8,8,3.14,2482,22.606
Outflow,12/19/13,12,2013,0.603,0.005,0.0158,0.068,0.849,26.464,14.248,5.076,0.765,7.47,0.086,58.8,7.07,4.32,2487,0
Outflow,1/3/14,1,2014,0.6103,0.005,0.0291,0.039,0.605,18.338,10.262,5.296,0.537,7.78,0.07,60.5,7.33,3.5,2502,0
Outflow,1/8/14,1,2014,0.5805,0.005,0.0264,0.064,0.827,25.676,16.022,3.723,0.737,4.94,0.075,54.1,7,6.05,2507,0
Outflow,1/15/14,1,2014,0.6644,0.005,0.024,0.075,0.815,25.448,11.635,1.81,0.716,10.25,0.066,44.1,5,4.1,2514,0.254
Outflow,2/7/14,2,2014,0.6189,0.005,0.05,0.063,0.784,25.012,13.47,2.991,0.671,6.46,0.063,71.6,8.83,4.11,2537,0
Outflow,2/13/14,2,2014,0.6088,0.005,0.05,0.044,0.616,20.416,11.688,2.536,0.522,5.46,0.061,79.8,10.25,3.72,2543,6.604
Outflow,2/20/14,2,2014,0.5801,0.005,0.05,0.047,0.575,17.857,9.958,3.075,0.478,10.8,0.067,56,6.24,4.25,2550,0
Outflow,2/23/14,2,2014,0.5684,0.005,0.0115,0.111,0.778,23.934,12.305,3.933,0.655,,,,,,2553,0
Pump station,7/25/07,7,2007,1.5196,0.0131,0.0318,0.01,0.9455,29.2,22.04224405,34.7,0.904,24.6,0.196,59,,6.82,148,0
Pump station,8/22/07,8,2007,1.52,0.0025,0.0211,0.066,0.8543,25.56,22.64355097,56.03,0.767,28.39,0.238,69.2,,6,176,22.098
Pump station,8/30/07,8,2007,1.5202,0.0025,0.0168,0.019,0.8402,27.88,21.91448057,52.921,0.804,28.98,0.248,78.9,,6.24,184,0
Pump station,9/5/07,9,2007,1.5199,0.00378,0.0207,0.001,1.02,28.81,22.70192529,54.207,0.998,24.75,0.26,96.7,,5.95,190,0
Pump station,9/12/07,9,2007,1.52,0.0842,0.024,0.001,1.014,30.91,24.97115994,57.779,0.989,26.7,0.277,106.3,,5.99,197,0
Pump station,9/18/07,9,2007,1.5202,0.0027,2.96,0.001,,,,,,19.82,0.294,114.9,,5.69,203,0
Pump station,9/25/07,9,2007,1.5199,0.00373,0.0151,0.001,0.8332,25.69,25.7158105,71.924,0.817,22.14,0.306,33.3,,5.56,210,0
Pump station,10/3/07,10,2007,1.5205,0.00299,0.023,0.001,1.1363,25.366,29.60005001,77.369,1.112,23.82,0.324,36.9,,5.31,218,0
Pump station,10/10/07,10,2007,1.52,0.00338,0.077,0.001,1.5367,26.158,30.99411365,76.603,1.459,24.19,0.337,27.9,,5.03,225,0
Pump station,10/17/07,10,2007,1.5195,0.00253,0.0319,0.01,1.2177,25.729,33.29216869,81.251,1.176,18.49,0.35,42.8,,5.45,232,0
Pump station,10/24/07,10,2007,1.52,0.0025,0.0652,0.03,1.3827,25.201,34.99121387,87.957,1.288,22.74,0.403,47.1,,5.96,239,0
Pump station,11/1/07,11,2007,1.5194,0.00124,0.11,0.001,1.155,20.669,32.13580158,96.724,1.044,16.24,0.393,57.9,,5.7,247,0
Pump station,11/7/07,11,2007,1.5198,0.0432,0.014,0.001,0.93049,19.613,34.43588242,103.474,0.915,10.57,0.432,91.2,,5.17,253,0
Pump station,11/14/07,11,2007,1.5192,0.00316,0.056,0.001,0.88319,17.787,36.02942508,109.218,0.826,14.19,0.436,108.6,,3.98,260,0
Pump station,11/20/07,11,2007,1.5191,0.00257,0.014,0.02,0.90607,17.93,34.70381677,115.859,0.872,11.48,0.457,85,,3.72,266,0
Pump station,11/29/07,11,2007,1.5184,0.00288,0.014,0.001,0.72556,16.324,35.03780745,118.237,0.711,10.58,0.471,70.1,,3.67,275,0
Pump station,12/6/07,12,2007,1.5198,0.0025,0.105,0.001,,,43.83663809,130.807,,7.25,5.05,86.2,,4.53,282,0
Pump station,12/13/07,12,2007,1.5193,0.0094,0.302,0.027,1.07921,14.454,37.78596377,140.038,0.75,17.42,0.486,85.1,,5.39,289,0
Pump station,12/23/07,12,2007,1.5191,0.0062,0.324,0.068,0.99924,9.6866,32.41468296,144.21,0.607,12.52,0.477,84.3,,3.68,299,0
Pump station,12/28/07,12,2007,1.5191,0.0025,0.486,0.117,1.122,7.0279,30.88192275,142.835,0.519,10.38,0.478,76,,3.58,304,0
Pump station,1/4/08,1,2008,1.5195,0.003,0.823,0.067,1.441,5.6815,31.86590584,149.183,0.551,5.62,0.523,56.3,,3.3,311,0
Pump station,1/9/08,1,2008,1.5194,0.00191,0.86,0.065,1.4663,3.8192,30.7673186,148.302,0.542,17.26,0.461,,,4.36,316,0
Pump station,1/16/08,1,2008,1.5187,0.00383,1.13,0.001,2.266,7.6989,31.27158876,154.921,1.135,3.8,0.507,105.8,,3.89,323,0
Pump station,1/24/08,1,2008,1.5184,0.00241,1,0.088,1.6467,5.9785,26.50263272,140.937,0.559,8.12,0.475,86.8,,3.69,331,2.794
Pump station,1/31/08,1,2008,1.519,0.00589,1.12,0.112,1.5334,4.5617,27.38575082,140.048,0.301,6.93,0.461,74.8,,3.31,338,0.254
Pump station,2/7/08,2,2008,1.5186,0.00923,0.84,0.096,1.3684,10.6876,29.3593823,,0.433,18,0.464,91.7,,3.75,345,0
Pump station,2/14/08,2,2008,1.5278,0.0104,0.469,0.107,1.02817,11.066,29.61436249,167.556,0.452,,,,,,352,34.29
Pump station,2/21/08,2,2008,1.5213,0.00735,0.371,,0.96228,10.989,,,0.591,,,,,,359,0
Pump station,2/28/08,2,2008,1.5188,0.0005,0.233,2.53,3.2879,13.398,26.27,125.44,0.525,,,,,,366,0
Pump station,3/7/08,3,2008,2.0306,0.0178,1.07,4.82,7.048,17.85,,,1.158,,,,,,374,0
Pump station,3/13/08,3,2008,2.0172,0.0105,0.639,6.68,5.047,25.05,,,0.994,,,,,,380,0
Pump station,3/20/08,3,2008,1.5197,0.00676,0.344,2.98,3.761,20.53,,,0.437,,,,,,387,1.524
Pump station,3/27/08,3,2008,1.5187,0.0068,0.151,2.08,2.701,21.63,,,0.47,,,,,,394,0
Pump station,4/2/08,4,2008,2.0021,0.0025,0.0362,0.588,1.457,32.58,18.33010425,66.452,0.833,,,,,,400,2.794
Pump station,4/9/08,4,2008,1.5352,0.0025,0.303,4.133,4.584,29.38,21.1041226,52.652,0.148,,,,,,407,0.254
Pump station,4/17/08,4,2008,1.5187,0.0025,0.243,3.506,4.908999,23.4516,20.94088816,59.168,1.16,16.61,0.241,90.4,,1.51,415,0
Pump station,4/24/08,4,2008,1.9855,0.004900121,0.105,2.986,4.615353,27.43146,18.11378952,47.586,1.525,22.73,0.201,66.5,,4.7,422,0
Pump station,5/1/08,5,2008,1.5187,0.005780238,0.177,2.015,3.128714,21.56146,20.76053455,55.785,0.937,19.05,0.207,69.8,,2.06,429,0
Pump station,5/7/08,5,2008,1.5186,0.0025,0.0661,1.179,2.071,24.42,19.82231377,60.649,0.826,20.93,0.223,89.9,,1.98,435,0.254
Pump station,5/15/08,5,2008,1.5194,0.0025,0.269,0.099,1.609,40.7,16.90580573,40.239,1.241,18,0.179,35.9,,2.89,443,0
Pump station,5/22/08,5,2008,1.5195,0.0025,0.0761,0.092,1.52,37.33,18.13810803,50.111,1.352,22.99,0.195,89.2,,3.98,450,0.254
Pump station,5/29/08,5,2008,1.5363,0.0025,0.0025,0.001,1.252,36.59,18.70803738,51.212,1.249,19.03,0.206,43.8,,3.57,457,11.176
Pump station,6/5/08,6,2008,1.5191,0.0025,0.0025,0.034,1.429,39.51,20.16208142,51.707,1.392,22.52,0.212,74.5,,5.93,464,0
Pump station,6/12/08,6,2008,1.5195,0.0242,0.0151,0.001,1.577,42.61,19.47213389,46.051,1.561,27.89,0.223,29.1,,5.82,471,0
Pump station,6/19/08,6,2008,1.5194,0.0025,0.0722,0.058,1.685,44.01,21.33182218,46.116,1.555,27.45,0.223,72,,6,478,0
Pump station,6/26/08,6,2008,1.5197,0.0025,0.0025,0.058,1.644,45.82,61.74281929,12.58,1.584,,,,,,485,0
Pump station,7/3/08,7,2008,1.5196,0.0025,0.0025,0.035,1.294,42.75,22.84641739,40.071,1.257,26.62,0.228,54.1,,2.64,492,0
Pump station,7/10/08,7,2008,1.5197,0.0025,0.107,0.047,1.477,42.4,23.14889564,40.308,1.323,25.84,0.246,49.7,,5.74,499,12.192
Pump station,7/17/08,7,2008,1.5198,0.0025,0.0765,0.024,1.638,42.53,37.31716366,38.745,1.538,28.67,0.227,83.1,,5.9,506,0
Pump station,8/22/08,8,2008,1.5194,0.0025,0.00288,0.046,1.137,26.29,12.79805341,34.036,1.088,,,,,,542,0
Pump station,8/28/08,8,2008,1.5217,0.0025,0.00232,0.044,0.8601,23.75,12.56455888,38.441,0.814,,,,,,548,23.622
Pump station,9/4/08,9,2008,1.5391,0.0025,0.0025,0.001,0.6978,18.65,10.84268162,28.557,0.695,25.64,0.147,69.4,,4.97,555,0
Pump station,9/11/08,9,2008,1.52,0.0025,0.0025,0.056,1.611,21.04,11.47259724,25.761,1.552,,,,,,562,1.777996537
Pump station,9/18/08,9,2008,1.5191,0.0025,0.0025,0.055,1.42811,21.86,12.75300862,25.531,1.37,24.21,0.159,68.5,,4.25,569,0
Pump station,9/25/08,9,2008,1.5201,0.0025,0.0025,0.063,1.419182,22.81,13.4071893,29.262,1.354,19.66,0.162,84,,5.07,576,0
Pump station,10/2/08,10,2008,1.5187,0.0025,0.0025,0.07,1.373426,22.48,13.76189543,30.039,1.301,21.87,0.174,56.5,,4.96,583,11.684
Pump station,10/8/08,10,2008,1.5188,0.0025,0.0025,0.055,1.409696,22.82,13.91059921,29.768,1.352,18.67,0.177,54.6,,4.35,589,0
Pump station,10/16/08,10,2008,1.5189,0.0025,0.0025,,1.427552,22.56,14.63215573,28.738,1.425,20.39,0.179,54.2,,2.32,597,0
Pump station,10/23/08,10,2008,1.5185,0.0025,0.0025,0.069,0.7238,19.95,13.68765765,31.669,0.652,14.22,0.177,79,,2.42,604,0
Pump station,10/30/08,10,2008,1.5184,0.0025,0.0025,0.067,0.7375,19.57,14.02423587,34.131,0.668,11.32,0.181,89,,4.65,611,0
Pump station,11/6/08,11,2008,1.5156,0.0025,0.0025,0.102,0.9179,19.11,15.39089228,34.916,0.813,16.16,0.183,83.8,,5.07,618,28.956
Pump station,11/14/08,11,2008,1.518,0.0025,0.00746,1.149,1.951,17.86,19.16244732,39.521,0.794,14.8,0.23,78.6,,6.26,626,7.112000138
Pump station,11/20/08,11,2008,1.518,0.0025,0.0151,1.278,2.611,21.1,21.32592874,45.842,1.318,8.9,0.237,103.1,,5.79,632,0.254000013
Pump station,11/26/08,11,2008,1.5182,0.0025,0.0309,1.292,2.103,20.8,21.33937468,48.643,0.78,8.08,0.241,72.9,,6.04,638,0
Pump station,12/4/08,12,2008,1.5175,0.0025,0.0432,1.498,2.155,17.85,22.28716886,52.886,0.614,8.12,0.243,98.8,,6.43,646,0
Pump station,12/10/08,12,2008,1.5175,0.0025,0.0546,1.643,2.268,18.29,35.25321252,52.345,0.571,10.55,0.251,98.6,,5.78,652,0.76200004
Pump station,12/18/08,12,2008,1.5177,0.0025,,2.421,2.959,15.06,22.64662573,62.159,0.538,14.19,0.255,92.7,,5.4,660,0.508000026
Pump station,12/25/08,12,2008,1.5179,0.0025,0.0838,2.255,3.144,17.56,22.62939068,60.779,0.805,11.72,0.257,105.7,,5.56,667,2.540000074
Pump station,1/3/09,1,2009,1.5175,0.0025,0.102,2.166,2.911,16.77,23.56185372,63.272,0.643,7.66,0.272,92.8,,6.32,676,0.254000013
Pump station,1/8/09,1,2009,1.5183,0.0025,0.102,1.911,2.571,15.3,25.89325421,62.291,0.558,10.57,0.27,93.3,,5.92,681,0
Pump station,1/15/09,1,2009,1.5177,0.0025,0.0891,1.757,2.53,15.66,27.42871063,64.652,0.684,7.8,0.274,88.6,,5.6,688,0.254000013
Pump station,1/23/09,1,2009,1.5171,0.0025,0.0746,1.339,2.198,15.83,26.85609617,60.624,0.785,5.45,0.264,95,,4.99,696,0
Pump station,1/29/09,1,2009,1.5174,0.0025,0.075,1.362,1.873,15.77,29.7935141,57.665,0.436,10.08,0.262,94.1,,3.06,702,0.254000013
Pump station,2/5/09,2,2009,1.5176,0.0025,0.0546,1.404,1.928,17.05,42.11490257,61.366,0.47,5.26,0.265,94.3,,5.15,709,0
Pump station,2/12/09,2,2009,1.518,0.0025,0.0136,0.827,1.644,18.7,32.17480882,58.419,0.803,14.25,0.255,101,,4.58,716,0
Pump station,2/18/09,2,2009,1.5176,0.0025,0.00466,0.545,1.259,20.81,31.90861346,56.105,0.71,8.15,0.248,77.5,,6.1,722,8.636000101
Pump station,2/26/09,2,2009,1.5179,0.0025,0.00271,0.348,1.282,24.15,31.09973459,46.77,0.931,6.8,0.247,127.9,,4.68,730,0
Pump station,3/5/09,3,2009,1.517,0.0025,0.0025,0.413,1.305,24.76,29.92106722,45.746,0.889,6.71,0.241,109.2,,5.13,737,0.254000013
Pump station,3/12/09,3,2009,1.5174,0.0025,0.0025,0.792,1.573,21.18,30.81174542,41.562,0.778,15.24,0.243,93,,3.85,744,0.254000013
Pump station,3/19/09,3,2009,1.5172,0.0025,0.00551,0.627,1.467,23.74,28.6610772,40.002,0.834,11.5,0.235,109.7,,4.33,751,0
Pump station,3/25/09,3,2009,1.5174,0.0025,0.0025,0.774,1.685,20.59,29.79721926,45.52,0.909,11.47,0.243,103.2,,4.43,757,0.254000013
Pump station,4/2/09,4,2009,1.5173,0.0025,0.245,1.118,2.202,19.48,29.19648317,42.375,0.839,16.39,0.249,90.8,,4.98,765,2.794000146
Pump station,4/8/09,4,2009,1.5176,0.0025,0.185,1.716,2.41,16.74,34.8066645,43.934,0.509,14.66,0.258,71.6,,4.43,771,0
Pump station,4/16/09,4,2009,1.5181,0.0025,0.0913,1.171,1.817,17.27,33.61267493,38.837,0.555,16.09,0.243,72,,5.68,779,0
Pump station,4/22/09,4,2009,1.8897,0.0025,0.0025,0.452,1.291,41.19,31.17049514,30.208,0.836,19.75,0.216,61.5,,5.21,785,0.508000026
Pump station,4/30/09,4,2009,1.8491,0.00479,0.999,0.028,,,22.30783086,18.772,,19.09,0.155,13.4,,4.27,793,0
Pump station,5/7/09,5,2009,1.9618,0.0175,2.49,1.712,,,23.92866218,17.789,,22.81,0.242,31.8,,4.89,800,22.09800004
Pump station,5/14/09,5,2009,1.8813,0.00111,2.46,0.165,,,26.6435336,21.296,,21.03,0.191,46.2,,4.94,807,0
Pump station,5/21/09,5,2009,1.9732,0.004820993,0.553589243,5.958,4.742,29.64,20.5574213,24.181,0.663,20.1,0.22,57.8,,4.91,814,0
Pump station,5/28/09,5,2009,1.5303,0.002852544,0.739578,2.959,3.027,30.02,24.97067172,29.465,,23.38,0.205,27.2,,5.12,821,0
Pump station,6/4/09,6,2009,1.5182,0.003163311,0.38877427,1.648,,,25.64826322,26.057,,25.85,0.212,57.2,,5.24,828,1.778000034
Pump station,6/11/09,6,2009,1.5203,0.003219342,0.504586923,0.29,1.551,23.58,16.95783779,19.789,0.756,24.93,0.202,17.9,,5.19,835,0
Pump station,6/18/09,6,2009,1.5184,0.00191,1.61018,0.342,3.086,33.37,25.5690576,20.82,1.133,24.84,0.216,36.6,,5.51,842,3.809999966
Pump station,6/25/09,6,2009,1.8941,0.00264,0.94917,0.283,2.31,31.08,23.7282296,21.348,1.078,24.72,0.219,12.6,,5.45,849,0.254000013
Pump station,7/2/09,7,2009,1.519,0.00116,0.75534,0.143,1.924,30.31,24.44964928,17.57,1.026,28.03,0.215,59,,5.92,856,0.254000013
Pump station,7/9/09,7,2009,1.8283,0.00295,0.455649,2.456,4.02,33.12,18.35958592,12.182,1.109,24.46,0.161,23.2,,4.76,863,0.508000026
Pump station,7/16/09,7,2009,1.5189,0.00329,0.093833,2.589,3.647,23.515,13.68613408,13.995,0.964,26.23,0.137,19.1,,4.61,870,0
Pump station,7/23/09,7,2009,1.8196,0.00231,0.57145,0.412,2.775,65.46,16.50787816,10.893,1.792,24.28,0.13,22,,3.92,877,3.810000024
Pump station,7/30/09,7,2009,1.7899,0.006432178,0.615,0.077,2.268,58.62,20.04258028,11.396,1.576,26.69,0.144,5.2,,4.48,884,0.254000013
Pump station,8/7/09,8,2009,1.821,0.0025,0.345412491,1.347,2.339,29.36,17.10230742,18.553,0.646,26.9,0.153,24.8,,4.91,892,1.016000053
Pump station,8/13/09,8,2009,1.8018,0.009031256,0.337005479,0.089,2.006,45.38,20.43203317,14.591,1.58,24.55,0.138,6.6,,4.81,898,9.652000386
Pump station,8/20/09,8,2009,1.5183,0.006550046,0.0191913,0.031,1.346,39.63,20.97973088,18.559,1.296,27.23,0.158,17.4,,5.28,905,0.254000013
Pump station,8/27/09,8,2009,1.5225,0.00710476,0.307669,0.038,1.564,40.49,22.60623759,16.782,1.219,25.12,0.15,9.7,,4.15,912,0
Pump station,9/4/09,9,2009,1.5165,0.00719812,0.361853,1.499,2.515,34.78,26.52842632,20.462,0.654,24.44,0.169,42,,5.13,920,0
Pump station,9/11/09,9,2009,1.8815,0.046845,0.006531,0.281,1.285,25.3,16.38953605,15.805,0.997,20.65,0.12,16.4,,5.08,927,0.254000013
Pump station,9/17/09,9,2009,1.8571,0.0133521,0.215973,0.084,1.7755,53.78,19.14995177,11.673,1.475,22.83,0.117,13.9,,3.9,933,0.508000026
Pump station,9/24/09,9,2009,1.5126,0.0025,0.12864,0.025,2.03,63.81,20.00285581,9.51,1.876,22.29,0.128,9.5,,4.81,940,0.254000013
Pump station,10/1/09,10,2009,1.8226,0.00617424,0.18156,0.049,1.957,60.75,24.35675307,11.382,1.727,21.12,0.195,17,,4.7,947,0.254000013
Pump station,10/8/09,10,2009,1.512,0.025741,0.577702857,0.045,2.5,59.65,24.9527089,10.354,1.878,19.9,0.142,21.8,,4.8,954,0.254000013
Pump station,10/15/09,10,2009,1.5165,0.0089718,0.438234442,0.185,2.598,56.26,23.79210136,15.329,1.975,18.2,0.14,47,,5.3,961,7.366000151
Pump station,10/22/09,10,2009,1.52,0.0025,0.364984,0.084,2.383,55.74,23.47816574,14.159,1.934,14.25,0.142,56.8,,5.3,968,0.508000026
Pump station,10/29/09,10,2009,1.52,0.0025,0.35594,0.09,2.461,53.88,24.08657578,17.256,2.015,18.35,0.151,62.7,,4.75,975,0
Pump station,11/5/09,11,2009,1.52,0.0025,0.287844,0.045,2.102,51.85,28.16358825,15.252,1.769,16.67,0.162,33.9,,4.83,982,0.254000013
Pump station,11/15/09,11,2009,1.52,0.104673295,0.026367866,0.8,1.529151292,18.48,9.903186088,8.377,0.703,16.27,0.073,40.5,,4.82,992,0.254000013
Pump station,11/19/09,11,2009,1.52,0.051420685,0.094183672,0.338,2.394833948,48.36,12.7141848,9.127,1.962,15.85,0.091,21.8,,4.79,996,0.254000013
Pump station,11/25/09,11,2009,1.52,0.015715934,0.246452836,0.392,2.320295203,54.21,17.29398107,13.864,1.682,14.91,0.121,19.1,,4.55,1002,0.508000026
Pump station,12/3/09,12,2009,1.52,0.007348236,0.253933492,0.44,2.051660517,35.36,19.97223562,20.908,1.358,15.99,0.148,30.9,,4.59,1010,6.35000004
Pump station,12/10/09,12,2009,1.52,0.022472553,0.1187936,1.046,1.629277567,17.34,13.01749788,14.723,0.464,16.44,0.099,72.6,,4.57,1017,0.761999981
Pump station,12/19/09,12,2009,1.802,0.005415686,0.117204629,0.825,1.621673004,33.55,19.34875395,15.035,0.679,9.23,0.119,55.5,,4.65,1026,11.68400043
Pump station,12/26/09,12,2009,1.8532,0.019601714,0.046164171,1.011,1.5747782,14.51,11.00143338,12.827,0.518,11.62,0.104,65.1,,4.95,1033,22.60600042
Pump station,12/30/09,12,2009,1.52,0.0025,0.128051029,0.636,1.78643853,37.35,16.56654815,14.815,1.022,6.64,0.108,54.8,,5.11,1037,0
Pump station,1/7/10,1,2010,1.5175,0.0025,0.192098971,0.633,1.930925222,39.29,17.26592285,15.701,1.106,4.59,0.114,39.2,,4.26,1045,0.251612413
Pump station,1/14/10,1,2010,1.5048,0.0025,0.187374609,0.004,1.757,38.46,17.6331492,17.672,1.566,4.98,0.121,84.6,,5.65,1052,0.503224826
Pump station,1/21/10,1,2010,1.7994,0.0025,0.132750935,0.101,1.998,28.59,22.34747893,19.341,1.764,8.21,0.143,53,,5.2,1059,15.85158151
Pump station,1/28/10,1,2010,1.7763,0.0025,0.168178609,0.876,1.825,35.5,17.38349456,16.708,0.781,8.69,0.115,45.1,,4.82,1066,0.251612413
Pump station,2/3/10,2,2010,1.8834,0.0025,0.097757158,1.995,2.431,20.68,17.46829806,21.09,0.339,6.31,0.132,97.9,,5.3,1072,2.516124131
Pump station,2/11/10,2,2010,1.8726,0.0025,0.073329143,1.45,1.872,22.63,15.54327119,18.103,0.349,5.89,0.114,90.3,,5.43,1080,0.251612413
Pump station,2/17/10,2,2010,1.7469,0.0025,0.108146629,0.318,1.208,34.96,12.88436866,13.44,0.781,6.8,0.098,58.8,,5.74,1086,0.251612413
Pump station,2/25/10,2,2010,1.5092,0.0025,0.1700308,0.333,1.279,29.85,13.74269647,21.207,0.776,7.82,0.111,77.7,,4.11,1094,4.025798552
Pump station,3/3/10,3,2010,1.8713,0.03406757,0.5215466,1.348,0.213,3.443,9.403593587,10.634,0.613,4.66,0.064,126.5,,4.66,1100,13.58706979
Pump station,3/10/10,3,2010,1.5075,0.0025,0.077553821,0.671,1.441,27.65,14.11437857,21.67,0.693,10.99,0.116,119,,3.16,1107,1.761286892
Pump station,3/18/10,3,2010,1.5069,0.0025,0.451345636,1.129,1.944,20.12,15.94116154,28.747,0.364,12.96,0.148,75.6,,3.91,1115,0
Pump station,3/25/10,3,2010,1.5063,0.0025,0.389821486,0.673,1.596,22.34,16.11131545,30.761,0.533,13.1,0.157,121,,4.18,1122,0.251612413
Pump station,4/1/10,4,2010,1.5063,0.0025,0.3036575,0.691,1.544,19.12,16.08057799,37.974,0.549,16.69,0.176,57.3,,4.78,1129,0.251612413
Pump station,4/8/10,4,2010,1.5074,0.0025,0.207658914,0.351,1.151,20.66,16.62915272,38.222,0.592,21.81,0.178,93.8,,4.25,1136,0
Pump station,4/15/10,4,2010,1.5062,0.0025,0.249268457,0.169,1.166,23.49,16.22908396,38.836,0.748,17.7,0.18,82.3,,4.05,1143,0
Pump station,4/20/10,4,2010,1.5062,0.0025,0.0025,0.099,1.105,26.85,16.62831506,37.438,1.004,17.09,0.168,33.8,,4.19,1148,0
Pump station,4/29/10,4,2010,1.5068,0.0025,0.00991074,0.014,0.9019,29.84,16.2593592,31.598,0.878,20.3,0.179,100.3,,4.78,1157,0.503224826
Pump station,5/5/10,5,2010,1.5069,0.004590004,0.139115376,0.084,1.142,31.08,16.343502,31.144,0.919,23.6,0.169,41.9,,4.32,1163,0.503224826
Pump station,5/13/10,5,2010,1.5208,0.0036288,0.0800445,0.058,1.415,32.87,15.96456492,31.957,1.277,21.82,0.165,52.2,,5.79,1171,25.91607734
Pump station,5/19/10,5,2010,1.5065,0.0035907,0.071184,0.08,1.144,29.55,14.78897388,29.991,0.993,21.22,0.162,31.6,,4.46,1177,0.754837239
Pump station,5/27/10,5,2010,1.5066,0.0140066,0.2867,0.113,1.093,28.01,15.49597524,29.63,0.693,22.92,0.162,45.7,,2.88,1185,0.251612413
Pump station,6/3/10,6,2010,1.5067,0.0030588,0.0486837,0.066,1.128,29.71,17.20778976,26.067,1.014,25.42,0.17,39,,3.08,1192,0.251612413
Pump station,6/10/10,6,2010,1.5068,0.006944509,0.05694,0.096,0.9418,29.39,16.69606635,24.45685621,0.789,26.28,0.172,58.5,,4.61,1199,0.299528302
Pump station,6/16/10,6,2010,1.5071,0.005360064,0.037753944,0.05,0.9468,29.09,18.38583971,23.31249182,0.859,28.24,0.181,11.3,,4.18,1205,6.489779874
Pump station,6/24/10,6,2010,1.5076,0.0025,0.0129812,0.016,0.9066,28.87,18.8464085,21.03430281,0.877,29.78,0.179,44.1,,4.15,1213,0
Pump station,7/1/10,7,2010,1.5123,0.0025,0.0200864,0.038,0.7018,26.31,17.4114589,20.31766273,0.644,27.69,0.163,67.8,,4.31,1220,5.191823899
Pump station,7/8/10,7,2010,1.5071,0.0064476,0.0126384,0.026,0.956141,26.8795,17.65402233,18.27812832,0.918,30.86,0.171,71.6,,5.14,1227,0
Pump station,7/15/10,7,2010,1.5071,0.00569616,0.013356,0.023,0.961685,25.207,17.7310229,17.02278101,0.925,27.44,0.164,68.2,,4.83,1234,0
Pump station,7/22/10,7,2010,1.5072,0.00521256,0.007284,0.034,0.911789,24.6049,17.36007159,15.61408179,0.871,30.42,0.159,55.5,,4.39,1241,0
Pump station,7/29/10,7,2010,1.507,0.00635088,0.0081672,0.019,0.994949,25.51474,17.91609301,13.82161748,0.967,28.61,0.171,54.8,,4.64,1248,2.695754717
Pump station,8/4/10,8,2010,1.5072,0.00634344,0.0142944,0.018,1.02752,25.46122,18.70293694,13.75643077,0.995,28.24,0.172,34.6,,4.53,1254,0.299528302
Pump station,8/12/10,8,2010,1.5066,0.00750408,0.0100992,0.038,1.028906,21.68806,15.92018562,18.96260859,0.981,28.32,0.155,52.8,,4.17,1262,10.9827044
Pump station,8/19/10,8,2010,1.5105,0.00400728,0.0065664,0.029,0.7736,22,15.14380024,18.68987592,0.738,29.07,0.141,41,,4.99,1269,0.499213836
Pump station,8/26/10,8,2010,1.5071,0.00562176,0.0101544,0.029,0.7607,21.17,14.14078364,19.44480331,0.722,27.3,0.145,44.6,,2.93,1276,0
Pump station,9/1/10,9,2010,1.5071,0.0025,0.012734788,0.024,1.172,22.3,13.2685635,19.14687944,1.135,26.84,0.139,51.8,,5.17,1282,0.299528302
Pump station,9/9/10,9,2010,1.5075,0.135585,0.0025,0.002,,,12.51236368,20.06460456,,26.55,0.135,50.3,,4.22,1290,0
Pump station,9/16/10,9,2010,1.5066,0.0025,0.01235575,0.012,0.9885,18.45,12.27620471,18.94016598,0.964,,,,,,1297,0
Pump station,9/23/10,9,2010,1.5072,0.1762,0.0165241,0.012,1.086,19.68,12.95794152,20.21931997,1.058,,,,,,1304,0.254000013
Pump station,10/1/10,10,2010,1.8437,0.113569755,0.065782041,0.975,2.121,13.77,8.419422009,3.762583744,1.081,,,,,,1312,1.524000079
Pump station,10/7/10,10,2010,1.7428,0.037511292,0.271151172,0.052,1.899,52.3,11.13761372,17.54289622,1.576,,,,,,1318,15.74799966
Pump station,10/13/10,10,2010,1.5064,0.037895698,0.258795479,0.027,1.678,44.43,11.29263997,25.39867245,1.392,,,,,,1324,0
Pump station,10/21/10,10,2010,1.5062,0.01023225,0.015008754,0.034,1.27,38.81,11.92633143,28.48236459,1.221,18.55,0.147,31,2.81,4.02,1332,0
Pump station,10/28/10,10,2010,1.5063,0.009878938,0.0025,0.008,1.305,35.7,12.14361604,30.90929073,1.294,23.07,0.16,46.6,3.98,5.47,1339,0.76200004
